,enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
15970,6479,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,3,12,0.0
15972,5606,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,31,0.0
15973,19367,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,4,88,0.0
15975,13198,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,2,218,0.0
15976,26588,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,218,1.0
15984,26086,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,44,0.0
15985,2848,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,4,0.0
15987,28464,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,34,0.0
15991,21352,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,6,1.0
15995,8421,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10,0.0
15998,3473,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,256,0.0
16003,13160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,168,0.0
16004,29823,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,24,0.0
16010,23801,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,3,26,0.0
16014,11033,0.92,Male,Has relevent experience,Full time course,Graduate,Business Degree,14,<10,Pvt Ltd,>4,23,0.0
16015,28850,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,77,0.0
16016,18151,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,1,90,0.0
16017,16895,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,>4,34,0.0
16018,29490,0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,3,140,1.0
16020,14922,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,138,1.0
16027,15172,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,45,0.0
16034,14306,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,25,0.0
16036,17670,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0
16040,12958,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,never,61,1.0
16042,26571,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,NGO,1,11,0.0
16043,7116,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,12,0.0
16044,8946,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,16,1.0
16046,8676,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,43,0.0
16049,8761,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,32,0.0
16051,22770,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,164,1.0
16052,2675,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,70,0.0
16055,22976,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,1,15,0.0
16058,14363,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,70,0.0
16060,30725,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21,0.0
16061,5131,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,92,0.0
16064,6147,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,15,<10,Early Stage Startup,1,51,0.0
16065,21620,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,15,1.0
16073,18332,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,4,13,0.0
16075,21147,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,160,1.0
16076,374,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Public Sector,2,27,0.0
16077,21149,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,116,0.0
16078,3094,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,24,0.0
16079,5837,0.939,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Public Sector,2,64,0.0
16086,4493,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,29,0.0
16097,31736,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,>4,97,0.0
16098,31598,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,29,0.0
16099,14609,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,15,1.0
16100,6505,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,170,0.0
16107,32042,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,78,0.0
16109,29941,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,165,0.0
16117,19026,0.855,Male,No relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,>4,17,0.0
16121,3826,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,9,0.0
16123,19056,0.73,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,NGO,1,87,0.0
16128,22156,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,108,0.0
16133,24492,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,67,0.0
16134,5096,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,30,0.0
16136,23593,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,54,0.0
16138,4706,0.855,Female,No relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,94,0.0
16142,5997,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,>4,28,0.0
16149,31313,0.855,Male,No relevent experience,Full time course,Graduate,STEM,7,5000-9999,Pvt Ltd,1,38,0.0
16157,18628,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,1,37,0.0
16158,10172,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,140,0.0
16166,16603,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Pvt Ltd,1,20,0.0
16169,26257,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,214,1.0
16172,18580,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,14,0.0
16174,15617,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,10/49,Pvt Ltd,2,50,0.0
16175,17858,0.73,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,89,0.0
16177,29406,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,54,0.0
16179,24854,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,11,0.0
16180,23516,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,<10,Pvt Ltd,2,45,1.0
16182,1906,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,78,0.0
16183,25469,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,74,0.0
16187,16038,0.843,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,20,0.0
16198,3418,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,45,0.0
16202,23470,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,34,0.0
16204,14245,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,1,198,0.0
16207,29366,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,>4,135,0.0
16213,26921,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,35,0.0
16217,26105,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,74,0.0
16222,22845,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,166,1.0
16227,7990,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,19,0.0
16228,6668,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,4,1.0
16229,2304,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,4,310,0.0
16230,29544,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,1,54,0.0
16235,28745,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,90,0.0
16236,9287,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,35,0.0
16237,8456,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,108,0.0
16239,4821,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,314,1.0
16241,22074,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,72,0.0
16245,18536,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,3,64,0.0
16246,31956,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,282,1.0
16248,32306,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,14,1.0
16249,21587,0.555,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,18,1.0
16251,8960,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,48,0.0
16261,17138,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,never,37,1.0
16263,2886,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,50,0.0
16265,19334,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,24,0.0
16272,6631,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,100,0.0
16275,65,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,2,50-99,Pvt Ltd,1,8,0.0
16288,2240,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,2,50,1.0
16294,7056,0.895,Male,Has relevent experience,no_enrollment,Graduate,Other,15,10/49,Pvt Ltd,never,164,0.0
16302,13794,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,100,0.0
16307,9183,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,17,0.0
16309,2747,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,1,16,0.0
16312,2293,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,22,1.0
16319,17650,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,94,0.0
16320,11937,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,105,0.0
16323,27222,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,160,0.0
16324,28650,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,16,0.0
16332,1386,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,112,0.0
16338,24504,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,NGO,1,7,0.0
16339,15767,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,40,0.0
16340,11497,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,4,27,0.0
16341,12124,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,17,0.0
16342,2272,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,19,0.0
16344,21553,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,7,0.0
16349,7138,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,2,43,0.0
16351,30408,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8,0.0
16362,11477,0.479,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Other,1,43,0.0
16366,24437,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,46,0.0
16367,31151,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,14,0.0
16368,14168,0.926,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,59,0.0
16373,30012,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,75,0.0
16374,21342,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,72,1.0
16375,29849,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,73,0.0
16378,4309,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,never,62,1.0
16382,12299,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Funded Startup,1,8,0.0
16385,28965,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,21,0.0
16386,10883,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,10/49,Funded Startup,1,15,0.0
16387,21706,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,67,0.0
16390,3184,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,140,1.0
16392,14690,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,135,0.0
16394,19302,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10/49,Pvt Ltd,>4,8,0.0
16395,15835,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,4,0.0
16396,10022,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,4,21,0.0
16415,20117,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,72,0.0
16416,16950,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,32,0.0
16418,24428,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,12,0.0
16424,20386,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,7,0.0
16426,18231,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,78,0.0
16427,25694,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,>4,160,0.0
16428,19225,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,19,0.0
16432,10741,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,84,0.0
16441,22314,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,1,9,0.0
16460,6868,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,>4,28,0.0
16461,33122,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,12,0.0
16464,11053,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,18,0.0
16466,10504,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,0.0
16471,27259,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,37,0.0
16475,18237,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,25,0.0
16477,30972,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,6,0.0
16480,10008,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,1,50,0.0
16485,927,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,15,<10,Early Stage Startup,1,61,0.0
16486,31616,0.855,Male,No relevent experience,Full time course,Graduate,STEM,15,100-500,Pvt Ltd,2,36,1.0
16489,31340,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,15,0.0
16490,21050,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,4,2,0.0
16492,23396,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,41,1.0
16493,3517,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,70,0.0
16497,23166,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,53,0.0
16498,3739,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,3,32,0.0
16499,29041,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,122,0.0
16500,6898,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,4,32,0.0
16501,776,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,38,0.0
16503,2007,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,280,0.0
16508,23499,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,1,24,1.0
16509,11560,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,0.0
16511,30077,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,30,0.0
16512,3567,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Public Sector,never,60,0.0
16513,19601,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,15,0.0
16516,14328,0.698,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,1,198,1.0
16520,16668,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Funded Startup,1,23,0.0
16523,31980,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,152,0.0
16524,26346,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,9,0.0
16527,5183,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,2,204,1.0
16529,13094,0.926,Female,Has relevent experience,Part time course,Graduate,Other,5,50-99,Pvt Ltd,4,138,0.0
16530,15559,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,46,0.0
16535,26677,0.847,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,never,19,0.0
16547,8794,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,47,1.0
16549,4244,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,4,0.0
16552,27851,0.836,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,130,0.0
16555,30131,0.448,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,16,0.0
16557,32347,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,62,1.0
16569,30673,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,72,0.0
16575,25206,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,149,0.0
16578,14484,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,1,61,0.0
16579,32821,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Public Sector,2,29,1.0
16581,16325,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,10,10/49,NGO,1,64,0.0
16582,30478,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,22,0.0
16583,10853,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,102,0.0
16587,33106,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,91,0.0
16591,28795,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,3,226,0.0
16597,13801,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,100,0.0
16600,14719,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,50,0.0
16601,30686,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,44,0.0
16605,24039,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,2,8,0.0
16607,16418,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,3,84,0.0
16611,15200,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,>4,63,1.0
16617,5804,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,27,0.0
16621,2903,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,>20,<10,Pvt Ltd,1,8,0.0
16622,18330,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,39,1.0
16623,12778,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,61,0.0
16624,4219,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,NGO,3,48,0.0
16637,29880,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,10,0.0
16640,7709,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,58,0.0
16643,5979,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,6,1.0
16644,18926,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,2,0.0
16645,27760,0.897,Male,Has relevent experience,Full time course,Graduate,STEM,10,10/49,Early Stage Startup,2,132,0.0
16647,29687,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,2,124,0.0
16660,27579,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Public Sector,1,111,0.0
16662,15081,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,<10,Pvt Ltd,1,75,1.0
16663,11257,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,74,1.0
16665,23971,0.6890000000000001,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Public Sector,1,72,0.0
16666,24838,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,48,1.0
16668,12910,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,NGO,1,34,0.0
16671,9526,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,98,0.0
16675,5777,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,10,1.0
16676,614,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,16,0.0
16677,21002,0.795,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,1,80,0.0
16678,33302,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,7,0.0
16679,26649,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Funded Startup,>4,92,0.0
16680,8344,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,40,0.0
16681,9424,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,100-500,Other,4,16,0.0
16684,2906,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,39,0.0
16688,10450,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,70,1.0
16689,12135,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,88,0.0
16690,26284,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,7,1000-4999,Pvt Ltd,1,60,0.0
16691,16146,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,10/49,Pvt Ltd,1,13,0.0
16692,28547,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,69,0.0
16695,25167,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,33,1.0
16697,21812,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,36,0.0
16700,815,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,68,0.0
16701,8727,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,51,0.0
16709,14614,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,53,1.0
