,enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
17353,988,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,78,0.0
17373,25748,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,45,0.0
17379,2185,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,2,12,0.0
17382,14366,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,1,54,0.0
17389,24876,0.579,Male,Has relevent experience,Part time course,Masters,STEM,4,500-999,Pvt Ltd,1,64,0.0
17406,20639,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,>4,136,0.0
17415,28576,0.923,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,1,20,0.0
17419,26565,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,21,0.0
17421,5100,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,2,26,0.0
17428,30248,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,105,0.0
17429,2989,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,19,0.0
17439,3927,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,2,48,0.0
17468,16491,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,39,0.0
17507,17715,0.92,Female,Has relevent experience,Part time course,Masters,STEM,17,10000+,Pvt Ltd,1,94,0.0
17536,19559,0.55,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,>4,62,1.0
17558,7164,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,100,0.0
17566,220,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,67,0.0
17568,16817,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,11,0.0
17569,14036,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Funded Startup,1,6,0.0
17574,21498,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,>4,7,0.0
17575,28311,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,10,10000+,Public Sector,1,32,0.0
17585,22942,0.92,Male,Has relevent experience,Full time course,Masters,STEM,11,10000+,Pvt Ltd,>4,84,0.0
17595,19124,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,161,0.0
17600,7633,0.92,Male,No relevent experience,no_enrollment,Masters,Business Degree,2,5000-9999,Pvt Ltd,2,36,0.0
17629,22476,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,154,0.0
17631,6018,0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,1,24,0.0
17632,30303,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,24,0.0
17642,3851,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,1,74,0.0
17651,17380,0.836,Male,No relevent experience,Full time course,Masters,STEM,3,<10,Public Sector,1,28,0.0
17659,10337,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,2,8,0.0
17665,21719,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Public Sector,1,18,0.0
17690,3863,0.754,Male,Has relevent experience,Part time course,Masters,STEM,3,100-500,Pvt Ltd,2,69,0.0
17692,25229,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,30,0.0
17695,17693,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Early Stage Startup,2,288,0.0
17697,14612,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,1000-4999,Pvt Ltd,1,320,1.0
17700,5811,0.887,Male,No relevent experience,Full time course,Masters,STEM,7,<10,Public Sector,2,64,0.0
17709,14289,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,22,0.0
17717,7762,0.743,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,1000-4999,Pvt Ltd,3,52,1.0
17723,13168,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,102,0.0
17729,10594,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,7,0.0
17730,32205,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Pvt Ltd,1,56,0.0
17736,14748,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,78,0.0
17741,24100,0.893,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,2,37,0.0
17746,1496,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Funded Startup,1,20,0.0
17748,28011,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,36,0.0
17754,29247,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,61,0.0
17758,30029,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,NGO,>4,88,0.0
17770,15848,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,65,0.0
17785,25357,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,10000+,Pvt Ltd,>4,14,0.0
17788,4631,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,29,0.0
17795,31396,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,64,0.0
17801,19488,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Early Stage Startup,1,5,0.0
17806,29551,0.91,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Pvt Ltd,>4,35,0.0
17809,12088,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,67,0.0
17814,1200,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,108,1.0
17815,7488,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,20,0.0
17817,9319,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,10,0.0
17820,31535,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,95,0.0
17825,4930,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,4,28,0.0
17826,25898,0.624,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,1,129,1.0
17841,12155,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,2,80,0.0
17846,16896,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Other,>4,162,1.0
17851,25940,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,10,0.0
17853,12230,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,>4,43,1.0
17854,10063,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,328,0.0
17867,15553,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,54,0.0
17890,6037,0.895,Male,Has relevent experience,Part time course,Masters,STEM,16,500-999,Pvt Ltd,>4,45,0.0
17933,14270,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,10,0.0
17936,20489,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,64,0.0
17938,26229,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,4,4,0.0
17942,32942,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,9,0.0
17963,29924,0.767,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Public Sector,2,12,0.0
17978,7727,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,94,0.0
17982,22877,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,107,0.0
17988,27756,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Public Sector,2,21,0.0
17990,24610,0.624,Male,Has relevent experience,no_enrollment,Masters,Other,5,50-99,Pvt Ltd,1,72,0.0
17992,24135,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,10/49,Pvt Ltd,1,246,1.0
18003,3630,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,11,<10,Pvt Ltd,1,22,0.0
18011,27027,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,17,1.0
18014,10789,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,102,0.0
18017,9758,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,1,19,0.0
18023,18084,0.92,Male,Has relevent experience,Full time course,Masters,STEM,14,10000+,Pvt Ltd,3,102,1.0
18036,8673,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,74,0.0
18044,16382,0.624,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,2,51,1.0
18064,2845,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,1,45,0.0
18067,11454,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,155,0.0
18074,9357,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,262,0.0
18079,554,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,2,70,0.0
18090,15206,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,5,0.0
18093,5635,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,17,0.0
18097,12527,0.923,Other,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,178,0.0
18098,29744,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,59,0.0
18104,25724,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,NGO,>4,88,0.0
18105,20589,0.624,Male,No relevent experience,Part time course,Masters,STEM,1,<10,Public Sector,never,53,0.0
18123,20093,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Funded Startup,3,46,0.0
18134,14482,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,20,0.0
18155,21401,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,>4,128,0.0
18158,11879,0.897,Female,Has relevent experience,no_enrollment,Masters,No Major,8,1000-4999,Pvt Ltd,1,56,0.0
18161,32012,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,4,66,0.0
18171,24478,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,96,0.0
18185,17785,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,2,64,0.0
18195,2044,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,155,0.0
18198,25330,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,139,0.0
18207,13240,0.92,Male,No relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,1,32,0.0
18211,13974,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,40,0.0
18216,3512,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,39,0.0
18231,6915,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,17,100-500,NGO,>4,38,0.0
18243,33087,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,106,0.0
18247,22637,0.91,Male,No relevent experience,Part time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,26,0.0
18249,9467,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,60,0.0
18257,31936,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,80,0.0
18273,5742,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,91,0.0
18290,16044,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,10/49,Pvt Ltd,>4,47,0.0
18299,24925,0.92,Male,No relevent experience,Full time course,Masters,STEM,>20,1000-4999,Public Sector,never,29,1.0
18303,10369,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,58,0.0
18305,15850,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,43,0.0
18318,19925,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Funded Startup,1,60,0.0
18320,2197,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,>4,97,0.0
18322,5035,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,33,0.0
18325,27619,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,NGO,4,32,0.0
18327,24386,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1,63,0.0
18334,1971,0.895,Male,Has relevent experience,no_enrollment,Masters,No Major,17,50-99,Early Stage Startup,>4,52,0.0
18339,3143,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,3,33,1.0
18341,17004,0.897,Male,Has relevent experience,Part time course,Masters,STEM,7,<10,Pvt Ltd,1,232,0.0
18351,29153,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,127,0.0
18367,26164,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,1,28,1.0
18375,2838,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,73,0.0
18386,12543,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,29,0.0
18387,32164,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,36,0.0
18395,7285,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Funded Startup,2,36,0.0
18397,30026,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,86,0.0
18414,20734,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,2,112,0.0
18422,24933,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,10,500-999,Public Sector,4,33,1.0
18443,5950,0.624,Female,Has relevent experience,Full time course,Masters,STEM,2,500-999,Pvt Ltd,never,15,0.0
18447,28651,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,No Major,14,<10,Early Stage Startup,1,156,0.0
18467,9532,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,10/49,Pvt Ltd,2,72,0.0
18479,25334,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,4,19,0.0
18487,11182,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,35,0.0
18493,30731,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,41,0.0
18495,2412,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,113,0.0
18501,32878,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,26,0.0
18518,9070,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,2,131,0.0
18521,13084,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,69,0.0
18537,29857,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,105,0.0
18545,18804,0.866,Male,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,1,163,0.0
18554,9923,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,4,106,0.0
18555,32937,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,146,0.0
18558,18086,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Pvt Ltd,1,4,0.0
18560,23712,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,3,96,0.0
18562,28306,0.915,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,Public Sector,1,113,0.0
18564,32818,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,2,10/49,Pvt Ltd,1,40,0.0
18573,12894,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Funded Startup,1,52,0.0
18579,19214,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,never,168,1.0
18581,27503,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,139,0.0
18583,18277,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,18,0.0
18593,20366,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,24,1.0
18612,30938,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Funded Startup,2,80,0.0
18637,13676,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,55,0.0
18646,32146,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,33,0.0
18658,17573,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28,0.0
18662,13359,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,7,1.0
18663,16609,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4,0.0
18667,28966,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,1,292,0.0
18670,10467,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,42,0.0
18673,21882,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,8,0.0
18686,19804,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,1,23,0.0
18687,3080,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0.0
18691,29548,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,98,0.0
18694,12501,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,46,1.0
18704,21311,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,<1,10/49,Pvt Ltd,1,6,1.0
18718,6885,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,0.0
18722,7936,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,124,0.0
18724,22432,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,>4,55,0.0
18729,31515,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,110,0.0
18730,10315,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,82,0.0
18743,25836,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,1,42,0.0
18745,9520,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,1,188,0.0
18751,24139,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,155,1.0
18775,24185,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,1,10/49,Pvt Ltd,1,69,0.0
18778,16433,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,>4,3,0.0
18782,29365,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,242,0.0
18789,1169,0.847,Male,Has relevent experience,Full time course,Masters,STEM,12,500-999,Public Sector,never,58,0.0
18793,4336,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,42,0.0
18794,14479,0.804,Male,Has relevent experience,no_enrollment,Masters,Business Degree,8,100-500,Pvt Ltd,1,78,0.0
18847,1775,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,96,1.0
18850,14457,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,132,0.0
18854,10379,0.722,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,14,0.0
18868,13502,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,>4,35,0.0
18874,4092,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,264,0.0
18878,1566,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,2,3,0.0
18889,3061,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,9,50-99,Pvt Ltd,2,8,0.0
18890,23367,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,149,0.0
18899,7704,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,3,108,0.0
18913,10827,0.91,Male,No relevent experience,Part time course,Masters,STEM,4,<10,Early Stage Startup,1,90,0.0
18914,25096,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,70,0.0
18925,20692,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,2,34,0.0
18943,16416,0.843,Male,No relevent experience,no_enrollment,Masters,Humanities,6,10000+,Pvt Ltd,2,332,0.0
18960,25409,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,1,34,0.0
18971,27000,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,12,50-99,Funded Startup,1,256,0.0
18981,6572,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,25,0.0
18982,21112,0.743,Male,Has relevent experience,Full time course,Masters,STEM,7,50-99,Public Sector,1,17,0.0
18995,30902,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,12,0.0
18996,23842,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,18,0.0
19008,6877,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,220,0.0
19018,21006,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,84,0.0
19021,26317,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,98,0.0
19029,11482,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,28,0.0
19035,27394,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Public Sector,1,51,0.0
19049,12700,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,143,0.0
19064,12193,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,77,0.0
19077,16094,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,17,0.0
19083,27838,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,66,0.0
19088,25566,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,18,0.0
19089,11669,0.926,Male,Has relevent experience,Full time course,Masters,STEM,19,50-99,Pvt Ltd,4,27,0.0
19094,3825,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,68,0.0
19103,32932,0.895,Male,Has relevent experience,Part time course,Masters,Other,>20,1000-4999,Pvt Ltd,>4,18,0.0
19104,17873,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,26,0.0
19110,1281,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Early Stage Startup,1,18,0.0
19112,2225,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,3,55,0.0
19121,1940,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,4,0.0
19149,251,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,36,1.0
8,16955,0.895,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Public Sector,>4,90,
31,19744,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,144,
39,18581,0.5579999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,20,
54,14658,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,>4,34,
56,2018,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,18,
57,5484,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,12,
59,23084,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,90,
64,17194,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,61,
67,14515,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,10,
68,7347,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,<1,5000-9999,Pvt Ltd,1,75,
69,17920,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,69,
71,25106,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,11,
73,12215,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,11,
93,3852,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28,
113,10050,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,20,
115,24781,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,76,
